10,0.75,0.666667,0.705882,
10,0.666667,0.592593,0.627451,
10,0.6,0.666667,0.631579,
50,0.76,0.703704,0.730769,
50,0.65625,0.777778,0.711864,
50,0.826087,0.703704,0.76,
100,0.678571,0.703704,0.690909,
100,0.633333,0.703704,0.666667,
100,0.791667,0.703704,0.745098,
500,0.952381,0.740741,0.833333,
500,0.695652,0.592593,0.64,
500,0.666667,0.888889,0.761905,
