10,3,0.7,0.777778,0.736842,
10,3,0.581395,0.925926,0.714286,
10,3,0.575,0.851852,0.686567,
50,3,0.888889,0.888889,0.888889,
50,3,0.814815,0.814815,0.814815,
50,3,0.851852,0.851852,0.851852,
100,3,0.657143,0.851852,0.741935,
100,3,0.774194,0.888889,0.827586,
100,3,0.862069,0.925926,0.892857,
500,3,0.857143,0.666667,0.75,
500,3,1,0.814815,0.897959,
500,3,0.866667,0.962963,0.912281,
