Memory,Precision,Recall,F1_Score,
10,0.448743,1,0.619493,
10,0.438563,1,0.609724,
10,0.439394,1,0.610526,
50,0.978903,1,0.989339,
50,0.978903,1,0.989339,
50,0.987234,1,0.993576,
100,1,1,1,
100,0.991453,1,0.995708,
100,1,1,1,
200,1,1,1,
200,1,1,1,
200,1,1,1,
