200,0.059542,0.287293,0.0986405,
200,0.0633383,0.313076,0.105361,
200,0.0613705,0.300184,0.101907,
500,0.334921,0.777164,0.468109,
500,0.329403,0.771639,0.461708,
500,0.338305,0.793738,0.474408,
5000,0.976619,1,0.988171,
5000,0.985455,0.998158,0.991766,
5000,0.985455,0.998158,0.991766,
