1	89.08
2	88.72
3	81.15
4	81.36
5	91.86
6	90.34
7	91.59
8	87.23
9	87.69
10	89.73
11	84.8
12	89.4
13	83.45
14	87.96
15	89.45
16	88.2
17	81.4
18	85.85
19	85.1
20	76.3
21	70.77
22	16.44
23	0
24	0
25	0
26	0
27	0
28	15.44
29	72.5
30	77.3
31	89.07
32	90.93
33	87.05
34	88.05
35	82.98
36	86.59
37	74.51
38	72.14
39	88.2
40	84.36
41	90.99
42	87.51
43	88.51
44	84.89
45	84.47
46	90.58
47	79.53
48	79.11
49	86.68
50	90.48
51	46.98
52	0
53	0
54	0
55	0
56	0
57	0
58	81.67
59	78.95
60	87.12
61	85.78
62	91.53
63	88.03
64	86.78
65	81.8
66	81.62
67	83.78
68	81.83
69	81.12
70	91.21
71	92.79
72	84.8
73	78.33
74	71.52
75	75.02
76	76.64
77	85.79
78	80.72
79	84.75
80	90.33
81	88.65
82	86.28
83	86.17
84	85.47
85	85.97
86	89.31
87	84.41
88	82.95
89	82.08
90	83.58
91	41.84
92	0
93	0
94	0
95	0
96	0
97	4.58
98	89.84
99	90.67
100	86.79
