4,0.48325,
4,0.9999,
4,0.9999,
128,0.2466,
128,0.0731,
128,0.88035,
1024,0.14815,
1024,0.1984,
1024,0.18355,
8192,0.01235,
8192,0.0303,
8192,0.024,
